"externalId","component","displayCategory","categoryId","displayName","displayValue","metaType","filelink","filename","link"
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Kategorie","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Lage Modellelement","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Tragende Funktion","True","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","GUID","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Klasse","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Geschoss","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Länge","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Dicke","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Höhe Gesamtaufbau","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Fläche","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Volumen","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Bewehrungsgrad","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Rohdichten","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","bewertetes Schalldämmmass Rw","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Baustoff","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Art Aussenwand","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Typ nach Rohdichte","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Typ nach Bewehrung","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Sichtqualität","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Festigkeitsklasse","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","WU Beton","False","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Expositionsklasse","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Feuerwiderstandklasse","F30/ F60/ F90","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Feuchteschutz","True","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Strahlenschutz","True","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Farbton","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Befestigungsart","0","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Sichtbarkeit Befestigung","0","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Produktbezeichnung","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Baujahr","XXXX","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Abnahme","XX.XX.XXXX","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Ende Gewährleistung","0","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f1ce","Wand Rohbau","IFC-Parameter","PG_IFC","Bauweise","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Kategorie","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Lage Modellelement","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Tragende Funktion","True","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","GUID","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Klasse","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Geschoss","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Länge","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Dicke","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Höhe Gesamtaufbau","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Fläche","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Volumen","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Bewehrungsgrad","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Rohdichten","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","bewertetes Schalldämmmass Rw","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Baustoff","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Art Aussenwand","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Typ nach Rohdichte","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Typ nach Bewehrung","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Sichtqualität","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Festigkeitsklasse","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","WU Beton","False","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Expositionsklasse","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Feuerwiderstandklasse","F30/ F60/ F90","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Feuchteschutz","True","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Strahlenschutz","True","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Farbton","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Befestigungsart","0","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Sichtbarkeit Befestigung","0","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Produktbezeichnung","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Baujahr","XXXX","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Abnahme","XX.XX.XXXX","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Ende Gewährleistung","0","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f224","Wand Rohbau","IFC-Parameter","PG_IFC","Bauweise","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Kategorie","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Lage Modellelement","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Tragende Funktion","True","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","GUID","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Klasse","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Geschoss","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Länge","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Dicke","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Höhe Gesamtaufbau","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Fläche","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Volumen","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Bewehrungsgrad","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Rohdichten","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","bewertetes Schalldämmmass Rw","0.00","Double","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Baustoff","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Art Aussenwand","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Typ nach Rohdichte","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Typ nach Bewehrung","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Sichtqualität","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Festigkeitsklasse","","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","WU Beton","False","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Expositionsklasse","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Feuerwiderstandklasse","F30/ F60/ F90","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Feuchteschutz","True","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Strahlenschutz","True","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Farbton","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Befestigungsart","0","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Sichtbarkeit Befestigung","0","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Produktbezeichnung","ND","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Baujahr","XXXX","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Abnahme","XX.XX.XXXX","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Ende Gewährleistung","0","Text","","",""
"a6a1459d-c11b-423f-9ff2-27f88c3d46bf-0006f237","Wand Rohbau","IFC-Parameter","PG_IFC","Bauweise","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Kategorie","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Lage Modellelement","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Tragende Funktion","True","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","GUID","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Klasse","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Geschoss","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Länge","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Dicke","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Höhe Gesamtaufbau","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Fläche","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Volumen","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Bewehrungsgrad","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Rohdichten","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","bewertetes Schalldämmmass Rw","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Baustoff","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Art Aussenwand","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Typ nach Rohdichte","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Typ nach Bewehrung","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Sichtqualität","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Festigkeitsklasse","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","WU Beton","False","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Expositionsklasse","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Feuerwiderstandklasse","F30/ F60/ F90","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Feuchteschutz","True","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Strahlenschutz","True","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Farbton","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Befestigungsart","0","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Sichtbarkeit Befestigung","0","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Produktbezeichnung","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Baujahr","XXXX","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Abnahme","XX.XX.XXXX","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Ende Gewährleistung","0","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f629","Wand Rohbau","IFC-Parameter","PG_IFC","Bauweise","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Kategorie","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Lage Modellelement","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Tragende Funktion","True","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","GUID","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Klasse","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Geschoss","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Länge","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Dicke","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Höhe Gesamtaufbau","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Fläche","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Volumen","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Bewehrungsgrad","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Rohdichten","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","bewertetes Schalldämmmass Rw","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Baustoff","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Art Aussenwand","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Typ nach Rohdichte","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Typ nach Bewehrung","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Sichtqualität","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Festigkeitsklasse","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","WU Beton","False","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Expositionsklasse","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Feuerwiderstandklasse","F30/ F60/ F90","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Feuchteschutz","True","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Strahlenschutz","True","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Farbton","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Befestigungsart","0","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Sichtbarkeit Befestigung","0","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Produktbezeichnung","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Baujahr","XXXX","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Abnahme","XX.XX.XXXX","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Ende Gewährleistung","0","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f6b8","Wand Rohbau","IFC-Parameter","PG_IFC","Bauweise","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Kategorie","","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Lage Modellelement","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Tragende Funktion","True","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","GUID","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Klasse","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Geschoss","ND","Text","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Länge","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Dicke","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Höhe Gesamtaufbau","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Fläche","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Volumen","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Bewehrungsgrad","0.00","Double","","",""
"10e22eb2-cfd9-4e95-8510-c37441a7d954-0006f732","Wand Rohbau","IFC-Parameter","PG_IFC","Rohdichten","0.00","Double","","",""
